doc_id,sent_id,text,sent_text,before,after
1a7ee12715faeff2832822df887a0382a9c64ecf46e99ccaa3895515,1a7ee12715faeff2832822df887a0382a9c64ecf46e99ccaa3895515-74,"Het is wrang dat **minister** Jetten miljarden in de pot heeft voor de energietransitie , voor de sectoren die van fossiel naar duurzaam willen .","Het is wrang dat **minister** Jetten miljarden in de pot heeft voor de energietransitie , voor de sectoren die van fossiel naar duurzaam willen .",' Suzanne en ik hebben met Extinction Rebellion op de A12 gezeten bij de protesten tegen fossiele subsidies voor het bedrijfsleven .,"Maar biologische kwekers die al duurzaam zijn , moeten het zelf uitzoeken ."
1b3198c02a9f2983933e90cb2d304886925ba782402213c008c0a217,1b3198c02a9f2983933e90cb2d304886925ba782402213c008c0a217-2,Aftrap **VVD-campagne**,Aftrap **VVD-campagne**,"Op het pleintje staat een gehuurde koffiekar , VVD'ers delen stroopwafels uit .",Moos heeft zojuist een spectaculaire entree gemaakt door zich te storten op de windkap van de Duits-Franse televisiezender Arte .
1b703f32fce7e7222e21882783325658d90c0336f4d01308efb5708b,1b703f32fce7e7222e21882783325658d90c0336f4d01308efb5708b-5,"Den Haag De Tweede Kamerverkiezingen van komende woensdag stevenen af op een spannende apotheose , nu met **VVD** , NSC , PvdA/GL én PVV vier partijen als grootste uit de bus kunnen komen .","Den Haag De Tweede Kamerverkiezingen van komende woensdag stevenen af op een spannende apotheose , nu met **VVD** , NSC , PvdA/GL én PVV vier partijen als grootste uit de bus kunnen komen .",redactie,"Op links groeit de angst voor een rechts kabinet , terwijl Pieter Omtzigt nog een konijn uit de hoge hoed toverde :"
1b899535db6bb6c11efec7902ee816fd213f4ee33356203d5b4d8d2f,1b899535db6bb6c11efec7902ee816fd213f4ee33356203d5b4d8d2f-10,"Dat zijn deze partijen : **BBB** , Bij1 , BVNL , CDA , ChristenUnie , D66 , DENK , Forum voor Democratie , GroenLinks/PvdA , JA21 , NSC , Partij voor de Dieren , PVV , SGP , SP , Volt , VVD en 50Plus .","Dat zijn deze partijen : **BBB** , Bij1 , BVNL , CDA , ChristenUnie , D66 , DENK , Forum voor Democratie , GroenLinks/PvdA , JA21 , NSC , Partij voor de Dieren , PVV , SGP , SP , Volt , VVD en 50Plus .",Hugo van der Parre,We kiezen voor de top-20 om het speelveld voor alle partijen zoveel mogelijk gelijk te maken .
1b9722389debf21d69f39ee8b64b702238b9c1ac4590906bed1d865d,1b9722389debf21d69f39ee8b64b702238b9c1ac4590906bed1d865d-6,"Zondagavond gaan Frans **Timmermans** ( PvdA/GL ) , Dilan Yesilgöz ( VVD ) en Pieter Omtzigt ( NSC ) met elkaar in debat op RTL4 .","Zondagavond gaan Frans **Timmermans** ( PvdA/GL ) , Dilan Yesilgöz ( VVD ) en Pieter Omtzigt ( NSC ) met elkaar in debat op RTL4 .",Ik hoop daarnaast dat de kijkers het ook belangrijk vinden dat we het organiseren .,"Ik denk dat het debat geslaagd is als mensen het gevoel hebben dat ze wijzer zijn geworden op hun zwevende wolk , waar ik zelf overigens ook nog op zit.”"
1ba1dfdc79ffb904332ff187c015a03eb5f4eba854f2d195c31328a3,1ba1dfdc79ffb904332ff187c015a03eb5f4eba854f2d195c31328a3-24,"Verscheidene politici hadden een mail ontvangen waarin zij werden bedankt voor een stem op een boek van Thierry **Baudet** , terwijl zij die niet hadden uitgebracht .","Verscheidene politici hadden een mail ontvangen waarin zij werden bedankt voor een stem op een boek van Thierry **Baudet** , terwijl zij die niet hadden uitgebracht .",Vanwege grootschalige stemfraude besloot de Stichting Collectieve Propaganda van het Nederlandse Boek ( CPNB ) het stemproces in 2022 te staken .,Dit jaar had de CPNB de stemprocedure aangepast .
1bcec6f975c40a53a6a8bbebe0e157837fc0954a1586d03f322c808b,1bcec6f975c40a53a6a8bbebe0e157837fc0954a1586d03f322c808b-7,"„ Daarom is snel een plan op wijkniveau nodig voor het beschermen van dieren zoals de vleermuis , zodat individuele bewoners niet met dit geneuzel zitten” , stelt **CDA-raadslid** Hinke de Groot .","„ Daarom is snel een plan op wijkniveau nodig voor het beschermen van dieren zoals de vleermuis , zodat individuele bewoners niet met dit geneuzel zitten” , stelt **CDA-raadslid** Hinke de Groot .",Het verplichte ecologisch onderzoek dat hieraan voorafgaat is drie keer duurder dan het isoleren zelf waardoor Hagenaars afhaken .,"De aanwezigheid van één dwergvleermuis in een wooncomplex aan de Aaltje Noorderwierstraat zorgt ervoor dat renovatie uitblijft , gaf raadslid Carlos Martinez-Van Andel ( Hart voor Den Haag ) als voorbeeld tijdens een debat donderdag over dit onderwerp ."
1be39892a47fe8b7f423927cb5e772adeef36b527dd3dc8026b3df73,1be39892a47fe8b7f423927cb5e772adeef36b527dd3dc8026b3df73-40,„ Ze zagen niet in dat ze aan de leiband van Moskou liepen .” **PvdA-voorzitter** Ien van den Heuvel noemde de Muur „ historisch juist” en meende dat een linkse dictatuur beter was dan een rechtse .,„ Ze zagen niet in dat ze aan de leiband van Moskou liepen .” **PvdA-voorzitter** Ien van den Heuvel noemde de Muur „ historisch juist” en meende dat een linkse dictatuur beter was dan een rechtse .,de oorlog in Oekraïne is voor de orde in Europa van groter belang dan het conflict in Gaza.”,„ Zo diep was het Sovjet-narratief geworteld.”
1bf16568695001a3948ff5549b3be641976bc219ff494db018d13ba0,1bf16568695001a3948ff5549b3be641976bc219ff494db018d13ba0-15,"Daarom wil demissionair **minister** van Onderwijs , Cultuur en Wetenschap Robbert Dijkgraaf ( D66 ) de instroom van buitenlandse studenten zo snel mogelijk inperken .","Daarom wil demissionair **minister** van Onderwijs , Cultuur en Wetenschap Robbert Dijkgraaf ( D66 ) de instroom van buitenlandse studenten zo snel mogelijk inperken .",Uit een rondgang van NRC in 2022 bleek dat universiteiten niet meer willen groeien .,"Maar dat is lastig , universiteiten mogen studenten afkomstig uit de Europese Unie niet weigeren op basis van nationaliteit ."
1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-6,Zowel de Kiesraad als demissionair **minister** De Jonge ( Binnenlandse Zaken ) hebben laten weten dat dat niet kan en daarop heeft de gemeente het plan ingetrokken .,Zowel de Kiesraad als demissionair **minister** De Jonge ( Binnenlandse Zaken ) hebben laten weten dat dat niet kan en daarop heeft de gemeente het plan ingetrokken .,"In het gesprek ging het ook over de interne strubbelingen in de Partij voor de Dieren eerder dit jaar , die Ouwehand bijna het lijsttrekkerschap kostten .",Ze benadrukte dat leden haar steunen in de koers om de partij door te ontwikkelen .
1c24d4e507ef6aa36bd4f3b85b23483ffaf37d624f09aef4e83ea9c7,1c24d4e507ef6aa36bd4f3b85b23483ffaf37d624f09aef4e83ea9c7-1,"Verkiezingsblog **BBB-vlaggen** besmeurd met rode substantie , partij doet aangifte","Verkiezingsblog **BBB-vlaggen** besmeurd met rode substantie , partij doet aangifte",NA,NA
1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398,1cc21eff11fc7e9f135ca9eb7b3101cc6a9ef1afe954cf1af4a50398-1,**D66-lijsttrekker** Rob Jetten is kritisch op partijgenoten die tijdens of na hun politieke baan in de fossiele energiesector gaan werken .,**D66-lijsttrekker** Rob Jetten is kritisch op partijgenoten die tijdens of na hun politieke baan in de fossiele energiesector gaan werken .,NA,Maar ik snap dat je wenkbrauwen hiervan fronsen .
1ccc777fd71ef43e58a8cd480264e3f13d1142b1de7d0324adf069ae,1ccc777fd71ef43e58a8cd480264e3f13d1142b1de7d0324adf069ae-4,Hans Rodenburg is project- en onderzoeksleider bij het Wetenschappelijk Bureau **GroenLinks** .,Hans Rodenburg is project- en onderzoeksleider bij het Wetenschappelijk Bureau **GroenLinks** .,"Alleen als de politiek de kaders verzet waarbinnen onze ondernemingen opereren , kunnen we gezamenlijk de focus verschuiven van winst voor enkelen naar waarde voor ons allemaal .","Als het gaat om de maatschappelijke bijdrage van bedrijven richt het politieke debat zich op dit moment nog te veel op de kleine maatregelen , op de reparaties van misstanden , terwijl er nauwelijks wordt gesproken over de structurele oplossingen die nodig zijn om te voorkomen dat die misstanden überhaupt ontstaan ."
1d2860f0c2f5c195066bcf2e531e12088250a6b9a5fb4ebc96cba564,1d2860f0c2f5c195066bcf2e531e12088250a6b9a5fb4ebc96cba564-22,"het programma van BVNL van Wybren van Haga was als eerste aan de beurt , en daarna volgden **BBB** , SP , Partij voor de Dieren , NSC , 50Plus en Denk .","het programma van BVNL van Wybren van Haga was als eerste aan de beurt , en daarna volgden **BBB** , SP , Partij voor de Dieren , NSC , 50Plus en Denk .",Een kleine twee weken later begon Suyker :,"Keurige analyses met grafieken , tekortsaldi en werkgelegenheidseffecten rolden over het scherm ."
1d3606139c7d0e690533e304b4ea657835140b9c7d084184b3d3e4f9,1d3606139c7d0e690533e304b4ea657835140b9c7d084184b3d3e4f9-10,Zeker kiezers van **NSC** geven aan dat de thema's ' betrouwbaarheid van de overheid ' en ' normen en waarden ' een belangrijke rol spelen .,Zeker kiezers van **NSC** geven aan dat de thema's ' betrouwbaarheid van de overheid ' en ' normen en waarden ' een belangrijke rol spelen .,"Hoewel de oorlog tussen Hamas en Israël veelvuldig wordt besproken in de verkiezingscampagne , speelt het conflict een bescheiden rol bij de stemkeuze van kiezers .","Voor ruim twee derde van de kiezers van GroenLinks/PvdA-kiezers is het klimaat juist een veel belangrijker stemmotief , terwijl slechts een kwart van de VVD'ers dat zo ziet ."
1d85d13d8ce8706695a19311ebf6529a2adaafdb86f5b56497dd20a5,1d85d13d8ce8706695a19311ebf6529a2adaafdb86f5b56497dd20a5-31,"Zo doet **NSC** het met name goed bij lager opgeleiden , waar hoogopgeleiden vaker geneigd zijn om op VVD of GroenLinks-PvdA te stemmen .","Zo doet **NSC** het met name goed bij lager opgeleiden , waar hoogopgeleiden vaker geneigd zijn om op VVD of GroenLinks-PvdA te stemmen .","Uit een eerdere peiling van Ipsos , uitgevoerd met EenVandaag , bleek onlangs dat politieke voorkeur de komende verkiezingen ook duidelijk verschilt op basis van opleidingsniveau .","De voorkeur voor een premierskandidaat is volgens diezelfde lijnen verdeeld , bleek uit het onderzoek ."
1da813f42e2d62a2f7a2a2b08395795fc1546980eed5574c0db3ab9e,1da813f42e2d62a2f7a2a2b08395795fc1546980eed5574c0db3ab9e-6,Dat schrijft burgemeester Femke Halsema in antwoord op vragen van Annabel Nanninga ( **JA21** ) .,Dat schrijft burgemeester Femke Halsema in antwoord op vragen van Annabel Nanninga ( **JA21** ) .,Mannen en vrouwen mochten gescheiden worden tijdens een extremistische demonstratie op Plein 40-45 .,"„ Wat het college hier ook van vindt , dit past binnen de grondwettelijke vrijheid van geloofsbelijdenis zoals dat in onze Grondwet is vastgelegd” , aldus Halsema ."
1db7f68c49b88559529fd3f7d21ab9b3b31a1a040f873c3ab6efedce,1db7f68c49b88559529fd3f7d21ab9b3b31a1a040f873c3ab6efedce-1,Interview Lilian **Marijnissen** :,Interview Lilian **Marijnissen** :,NA,"Dan gaat het om bestaanszekerheid , de tekorten in de zorg en de overheid die er voor mensen moet zijn ."
1dc8c2634a2a9788065f47a85a4a13b41462c4e9c9a3616a484f5dc1,1dc8c2634a2a9788065f47a85a4a13b41462c4e9c9a3616a484f5dc1-9,"Toezichthouder ACM bepaalde in maart 2021 op aangeven van Eric Wiebes , de toenmalige **VVD-minister** van Economische Zaken en Klimaat , dat het afkoppelen gratis moest worden .","Toezichthouder ACM bepaalde in maart 2021 op aangeven van Eric Wiebes , de toenmalige **VVD-minister** van Economische Zaken en Klimaat , dat het afkoppelen gratis moest worden .",Tot 2021 betaalde iemand die van het gas af wilde 700 euro .,NA
1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0,1df369a142823ced0e20ffacbe0091a3527812d8d327c49fe1fb09a0-5,In het gesprek bij Nieuwsuur krijgt SP-leider **Marijnissen** vragen over waarom het de partij al jaren niet lukt om een verkiezingswinst te boeken .,In het gesprek bij Nieuwsuur krijgt SP-leider **Marijnissen** vragen over waarom het de partij al jaren niet lukt om een verkiezingswinst te boeken .,""" Als je de ambitie hebt om het land te besturen moet je ook keuzes maken "" , zegt hij.",17:52
1e2da4a564a6e0c90fa3d199e4a0f1caa3b0e92586e12591418a0394,1e2da4a564a6e0c90fa3d199e4a0f1caa3b0e92586e12591418a0394-15,"Rechts Nederland hees Thierry **Baudet** op het schild , ook toen hij al met ' homeopathische verdunning ' had geschermd - toch was men verbaasd over het antisemitische app-verkeer van Baudet en zijn Forum-kornuiten .","Rechts Nederland hees Thierry **Baudet** op het schild , ook toen hij al met ' homeopathische verdunning ' had geschermd - toch was men verbaasd over het antisemitische app-verkeer van Baudet en zijn Forum-kornuiten .","Jarenlang galmden in ons parlement kreten als ' kopvodden ' , ' islamitisch tuig ' of ' laffe Afrikaanse en Arabische roedels ' .",Het had niemand mógen verbazen .
1e39efad1c48dbc29f222adb4d2724b4423fb04a08e25a1004509b7d,1e39efad1c48dbc29f222adb4d2724b4423fb04a08e25a1004509b7d-9,Want dit is de campagne van heel moeilijk kijken als het over samenwerken met andere partijen gaat ( **Omtzigt** over GroenLinks-PvdA ) .,Want dit is de campagne van heel moeilijk kijken als het over samenwerken met andere partijen gaat ( **Omtzigt** over GroenLinks-PvdA ) .,Maar dat vinden we kennelijk zelf niet .,NA
1e571f13885dad5d7b29501469cb543a3dcbdf9e4c08f9d868a53e81,1e571f13885dad5d7b29501469cb543a3dcbdf9e4c08f9d868a53e81-4,**Wilders** in Nieuwsuur :,**Wilders** in Nieuwsuur :,"De gemeente , met Emmeloord als grootste plaats , telt zo'n 50.000 inwoners.",19:01
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec-2,**D66** zit krap bij kas in de huidige verkiezingscampagne .,**D66** zit krap bij kas in de huidige verkiezingscampagne .,Dankzij dit ledental en de huidige 24 Tweede Kamerleden van moederpartij D66 is JD financieel een gezonde vereniging .,"De jaarlijkse subsidie van het ministerie van Binnenlandse Zaken , die naar rato wordt verdeeld , bedroeg vorig jaar 290.000 euro ."
1ea2a704eb99a0084202640243d5714b1e2786bca89ee6f3a9383c9a,1ea2a704eb99a0084202640243d5714b1e2786bca89ee6f3a9383c9a-25,"De mededingingswaakhond stelt een onderzoek in naar mogelijk gebrek aan concurrentie op de spaarmarkt , op verzoek van demissionair **minister** van Financiën Sigrid Kaag ( D66 ) .","De mededingingswaakhond stelt een onderzoek in naar mogelijk gebrek aan concurrentie op de spaarmarkt , op verzoek van demissionair **minister** van Financiën Sigrid Kaag ( D66 ) .",Deze week kondigde de ACM aan dat ze de spaarrentes van de grote banken in Nederland onder de loep zal nemen .,"„ Er zijn aanwijzingen dat Nederlandse consumenten slechts in beperkte mate profiteren van de gestegen rente op de Europese markt” , schrijft de toezichthouder ."
1eb943f9a28546e47c6d53c7ab8a2fd2c63663185b5368457b40cb9f,1eb943f9a28546e47c6d53c7ab8a2fd2c63663185b5368457b40cb9f-3,En dat is niet omdat ze de nieuwe **minister-president** willen worden .,En dat is niet omdat ze de nieuwe **minister-president** willen worden .,Maar soms is beter eerst een uur te sporten .,Niet alleen omdat je dan helder van geest bent en beter kan nadenken .
1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373,1ebd56b6603a3d728805776849ff3f24a22f3b2ef5f02f50451e4373-38,Het plan van Brussel is in lijn met het verkiezingsprogramma van de **VVD** bij de Europese verkiezingen van 2019 .,Het plan van Brussel is in lijn met het verkiezingsprogramma van de **VVD** bij de Europese verkiezingen van 2019 .,Dat is gewoon een heel slecht idee.”,Bij andere centrumrechtse partijen valt er weinig enthousiasme te bespeuren .
1ed36301b8682cdfbdc981c600b0d4dc65ddd8927d15351f8bbc871e,1ed36301b8682cdfbdc981c600b0d4dc65ddd8927d15351f8bbc871e-2,Jurriaan Limburg ( **CDA** ) wil weten waarom niet gemeld is dat de samenwerking stopte .,Jurriaan Limburg ( **CDA** ) wil weten waarom niet gemeld is dat de samenwerking stopte .,"„ Dan moeten ze handmatig verwerkt worden , wat een kloteklus is .”","De hoop is dat de gemeente dit zo’n karwei vindt , dat ze opnieuw lid worden van de app ."
1ede22ff80cbdd88842908e5c422904cf7f4d719f9932803dcee232c,1ede22ff80cbdd88842908e5c422904cf7f4d719f9932803dcee232c-1,", **FVD-leider** Thierry Baudet is maandag aangevallen bij een evenement in een Gronings café .",", **FVD-leider** Thierry Baudet is maandag aangevallen bij een evenement in een Gronings café .",NA,Het is de tweede keer in korte tijd dat Baudet wordt aangevallen .
1f0a9c3307308981f151cfbbbeb0f1818e85c93d14f418fe19adf826,1f0a9c3307308981f151cfbbbeb0f1818e85c93d14f418fe19adf826-5,"En gister schorste premier Netanyahu de ultrarechtse **minister** van erfgoed , Amihai Eliyahu , vanwege zijn uitspraak waarin hij de mogelijkheid om een atoombom op Gaza te gooien niet uitsloot .","En gister schorste premier Netanyahu de ultrarechtse **minister** van erfgoed , Amihai Eliyahu , vanwege zijn uitspraak waarin hij de mogelijkheid om een atoombom op Gaza te gooien niet uitsloot .",Enkele weken daarvoor begon de Israëlische regering met het uitdelen van vuurwapens aan vrijwilligers in de regio's bij de grens met de Palestijnse gebieden en in gemengd Joods-Arabische nederzettingen .,Wat betekenen deze acties en uitspraken ?
1f781c35faf706087da6ddf02b387efa0f32bf5cab71c0d6ddfcb30f,1f781c35faf706087da6ddf02b387efa0f32bf5cab71c0d6ddfcb30f-3,Dat schrijft **minister** Robbert Dijkgraaf ( onderwijs ) aan de Tweede Kamer .,Dat schrijft **minister** Robbert Dijkgraaf ( onderwijs ) aan de Tweede Kamer .,"Het is technisch niet haalbaar om de studierente voor studenten die onder het leenstelsel vielen , volgend jaar te bevriezen op het niveau van 2023 .",Die had hem hiertoe eerder in een motie opgeroepen ; een Kamermeerderheid schaarde zich eind oktober achter een voorstel van GroenLinks-PvdA en ChristenUnie .
1fc1712d6d61b3b14611a537204be28aa1efbfd554bf1dfe72234848,1fc1712d6d61b3b14611a537204be28aa1efbfd554bf1dfe72234848-15,"Op min of meer hetzelfde moment verklapte Thomas van Groningen bij Op1 dat het debat helemaal niet live was geweest , maar eerder op de avond was opgenomen , vanwege de agenda van Frans **Timmermans** .","Op min of meer hetzelfde moment verklapte Thomas van Groningen bij Op1 dat het debat helemaal niet live was geweest , maar eerder op de avond was opgenomen , vanwege de agenda van Frans **Timmermans** .","Ook voor Wilfred trouwens , die tijdens de ' coming-up ' zogenaamd gehaast de studio in kwam hollen .","Ah ja , Frans Timmermans ."
1fcd325426a71914c91df5edb6f78bcbaff983d02085b0ba2014d482,1fcd325426a71914c91df5edb6f78bcbaff983d02085b0ba2014d482-15,"In de Ahoy in Rotterdam gaan **VVD** , NSC , GL-PvdA , PVV , D66 en BBB met elkaar in gesprek over onder meer migratie , klimaat en bestaanszekerheid .","In de Ahoy in Rotterdam gaan **VVD** , NSC , GL-PvdA , PVV , D66 en BBB met elkaar in gesprek over onder meer migratie , klimaat en bestaanszekerheid .",De lijsttrekkers van de zes grootst gepeilde partijen nemen vandaag deel aan het verkiezingsdebat van EenVandaag .,Politiek verslaggever Nynke de Zoeten volgt het debat voor Nieuwsuur .
1fcea68ecd98cba4c583891078cb8bc41ddd9d87bce44b0b5909bcae,1fcea68ecd98cba4c583891078cb8bc41ddd9d87bce44b0b5909bcae-1,**Omtzigt** wil na verkiezingen,**Omtzigt** wil na verkiezingen,NA,""" Ik kan niet alles scripten "" , zei hij ."
202327da2d4ccc89513d9f4ca7aae3a1a415004e40898fefa83b9f74,202327da2d4ccc89513d9f4ca7aae3a1a415004e40898fefa83b9f74-6,"Boetes , bijvoorbeeld voor te hard rijden , doen iemand met een laag inkomen nu veel meer pijn dan iemand met een hoog inkomen , licht **SP-Kamerlid** Michiel van Nispen toe .","Boetes , bijvoorbeeld voor te hard rijden , doen iemand met een laag inkomen nu veel meer pijn dan iemand met een hoog inkomen , licht **SP-Kamerlid** Michiel van Nispen toe .",Omdat het eerlijker is .,"„ Voor de een is het een grote hap uit zijn maandinkomen , terwijl de ander er maar kort voor hoeft te werken .”"
20b68ffb43d3459dc55b75d1ed654a697a60196d4e473026bb30b1d4,20b68ffb43d3459dc55b75d1ed654a697a60196d4e473026bb30b1d4-31,2021 34 zetels 2017 33 2012 41 2010 31 2006 41 2003 44 2002 43 1998 45 1994 37 1989 54 ( **CDA!** ) Etc,2021 34 zetels 2017 33 2012 41 2010 31 2006 41 2003 44 2002 43 1998 45 1994 37 1989 54 ( **CDA!** ) Etc,Dat wordt mij een formatie 🙀,10:26
2110f8241acb23516257de954fb40e679b5e25804d218e8c6b2f5219,2110f8241acb23516257de954fb40e679b5e25804d218e8c6b2f5219-9,"Politieke partijen als **PvdA** , SP , D66 en Partij voor de Dieren vrezen dat stoffen die bedrijven op Chemelot uitstoten slecht zijn voor de gezondheid van de inwoners .","Politieke partijen als **PvdA** , SP , D66 en Partij voor de Dieren vrezen dat stoffen die bedrijven op Chemelot uitstoten slecht zijn voor de gezondheid van de inwoners .",In die drie gemeenten wonen ruim 130.000 mensen .,NA
217a4e4ee787ffbee55bb03e199ddaa2bf2cafb30ef3654cde23f8f0,217a4e4ee787ffbee55bb03e199ddaa2bf2cafb30ef3654cde23f8f0-19,"Eerst heeft de delegatie een uur met de politici , waaronder Sjoerd Sjoerdsma ( **D66** ) , Don Ceder ( ChristenUnie ) en Kati Piri ( Partij van de Arbeid ) gepraat , daar mocht de pers niet bij aanwezig zijn .","Eerst heeft de delegatie een uur met de politici , waaronder Sjoerd Sjoerdsma ( **D66** ) , Don Ceder ( ChristenUnie ) en Kati Piri ( Partij van de Arbeid ) gepraat , daar mocht de pers niet bij aanwezig zijn .",Die aandacht is er zeker .,' Ze deelde haar locatie in de hoop dat iemand hen kwam redden .
218f09a49626d0dd8e4cee3320e44d5a38f3b867228b6aa580151087,218f09a49626d0dd8e4cee3320e44d5a38f3b867228b6aa580151087-45,Na 13 jaar afbraakbeleid van de **VVD** is die compleet uitgehold.”,Na 13 jaar afbraakbeleid van de **VVD** is die compleet uitgehold.”,„ Die korte lontjes zijn onder andere het gevolg van gebrek aan slagkracht van de politie .,Bijna alle stellingdeelnemers vinden dat het belang van de wijkagent wordt onderschat .
21959f9f346b1656c352e1526d3372596a69a07db90e7d0d17095b57,21959f9f346b1656c352e1526d3372596a69a07db90e7d0d17095b57-10,"**PVV** , SP , PvdD , BBB , Denk , BIJ1 en NSC zijn kritisch over de ‘modellenwerkelijkheid’ van het CPB en leverden hun plannen niet in .","**PVV** , SP , PvdD , BBB , Denk , BIJ1 en NSC zijn kritisch over de ‘modellenwerkelijkheid’ van het CPB en leverden hun plannen niet in .",Doorrekening verkiezingsprogramma’s,"Ook bij de landbouw is de mogelijke consequentie van strenger beleid dat agrarische bedrijvigheid zich naar het buitenland verplaatst en daar de biodiversiteit onder druk zet , – zeker als niet tegelijkertijd de consumptie van zuivel en vlees in Nederland vermindert ."
21992ef48b7338c77144f113fd55cb441a4156a3165833ce33649227,21992ef48b7338c77144f113fd55cb441a4156a3165833ce33649227-8,"De raad stemt eind dit jaar nog over de verordening , maar coalitiepartijen **PvdA** , GroenLinks en D66 lijken achter de wethouder te staan .","De raad stemt eind dit jaar nog over de verordening , maar coalitiepartijen **PvdA** , GroenLinks en D66 lijken achter de wethouder te staan .",Amsterdam Ondanks een volle en boze tribune bij de raadscommissie wonen - waar de huisvestingsverordening voor 2024 werd besproken - lijkt het er niet op dat de plannen van wethouder Pels over het verminderen van vergunningen voor bed & breakfasts ( b&b ) en huizenruil versoepeld zullen worden .,Het college wil bijvoorbeeld per volgend jaar het maximale aantal bed & breakfasts in de stad met 30 procent verminderen .
22b70420cb81bb10a7bc429023d4944c4b60416538f32394fcd69ac8,22b70420cb81bb10a7bc429023d4944c4b60416538f32394fcd69ac8-3,gesprek met **lijsttrekker**,gesprek met **lijsttrekker**,10:20,Nationale Jeugdraad roept Tinder-gebruikers op te gaan stemmen
22c5f90b2da6f7fddf9e5f41c07f0395478a960b0d637825e568a013,22c5f90b2da6f7fddf9e5f41c07f0395478a960b0d637825e568a013-2,**Minister** Adema heeft nu te weinig geld om uit te keren .,**Minister** Adema heeft nu te weinig geld om uit te keren .,"Hoe meer duurzaamheidsmaatregelen ze nemen , hoe meer punten ze krijgen .","Op basis daarvan vallen ze in de categorie ' brons' , ' zilver ' of ' goud ' ."
22ecedcff49705dadbb122e290080d0fd178d211389caca22eaf5435,22ecedcff49705dadbb122e290080d0fd178d211389caca22eaf5435-3,"Iemand die de website van **BBB** heeft bezocht , kan daardoor op andere sites reclame van die partij krijgen .","Iemand die de website van **BBB** heeft bezocht , kan daardoor op andere sites reclame van die partij krijgen .","Door volgcookies te plaatsen , kunnen partijen bezoekers later op andere websites opnieuw bereiken .","Het is niet verboden om dit soort cookies in te zetten , maar de gebruiker moet daar wel vooraf toestemming voor geven ."
236bafb5ede2d53b4969efb4de49472cb02f87024538d4f210d225a3,236bafb5ede2d53b4969efb4de49472cb02f87024538d4f210d225a3-1,De **lijsttrekker** :,De **lijsttrekker** :,NA,'Er is natuurlijk een inhaalslag gemaakt :
23898bf58d35f95f438910fd86ff9bdc2a47052f6a3c235299d3f894,23898bf58d35f95f438910fd86ff9bdc2a47052f6a3c235299d3f894-32,"Haar uitvoeren betekent „ dat we massaal bekers en bakjes met plastic erin zullen blijven gebruiken” , aldus staatssecretaris Vivianne Heijnen ( Infrastructuur , **CDA** ) tegen de Tweede Kamer .","Haar uitvoeren betekent „ dat we massaal bekers en bakjes met plastic erin zullen blijven gebruiken” , aldus staatssecretaris Vivianne Heijnen ( Infrastructuur , **CDA** ) tegen de Tweede Kamer .",En die motie kreeg een meerderheid .,En nu ?
23e8bef3c7d4ece0b1792636265376b4fd8d8dfa89197a45635c7107,23e8bef3c7d4ece0b1792636265376b4fd8d8dfa89197a45635c7107-24,"bouwvergunningen , toestemming van de gemeente en groen licht van de provincie , waar de coalitiepartijen ( **BBB** , VVD , GroenLinks en PvdA ) het deze zomer zelfs hadden vastgelegd in hun coalitieakkoord .","bouwvergunningen , toestemming van de gemeente en groen licht van de provincie , waar de coalitiepartijen ( **BBB** , VVD , GroenLinks en PvdA ) het deze zomer zelfs hadden vastgelegd in hun coalitieakkoord .",Alles was rond :,"Alleen moest de provincie nog een ' verklaring van geen bedenkingen ' afgeven voor het doorkruisen van het bestemmingsplan , dat op die locatie verkeer , water of groen voorschrijft ."
2486bbff4f939954a9685414f0177fe3e2bd211131f938f0c6d63fcb,2486bbff4f939954a9685414f0177fe3e2bd211131f938f0c6d63fcb-2,"Behalve agendasetting op thema's rond immigratie , islam en EU-kritiek hebben **Wilders** en zijn PVV-collega's niets bereikt .","Behalve agendasetting op thema's rond immigratie , islam en EU-kritiek hebben **Wilders** en zijn PVV-collega's niets bereikt .","Hermen de Graaf , oud-CDA-Statenlid Kudelstaart","Wel souperen ze een aardig bedrag op , alleen aan salarissen al 2,2 miljoen euro per jaar ."
24a4863051d797640e037253a74e82753c3c930a858c7c56c2caa031,24a4863051d797640e037253a74e82753c3c930a858c7c56c2caa031-2,Die vond het onterecht dat de partij in een persbericht sprak van een onjuiste en onzorgvuldige manier van behandelen van de meldingen tegen **lijsttrekker** Esther Ouwehand .,Die vond het onterecht dat de partij in een persbericht sprak van een onjuiste en onzorgvuldige manier van behandelen van de meldingen tegen **lijsttrekker** Esther Ouwehand .,Het bestuur van de Partij voor de Dieren krijgt van de rechter gelijk in een zaak die was aangespannen door de integriteitsfunctionaris van de partij .,"Maar de rechter is het daar niet mee eens en vindt dat de partij dat wel mag zeggen , al was het beter geweest als de integriteitsfunctionaris daar vooraf van op de hoogte was gesteld ."
